Brand,Model,Star,Title,Date,Pros,Cons,Other
AMD,YD270XBGAFBOX,5,"Does work with Win7 without a new OS install. It's easy, see other and you will see how easy it is",2018-09-01,"Pros:Upgraded from 8320 overclocked to 3.8ghz.  There is a huge increase in games like Civ 5, the Last Remnant, and even newer games.  Geometry Wars and Chicken Invaders at 4k is finally possible, and also in some newer games like Nier, but some settings have to be turned down. 1440 resolutions don't bother this processor.  Very happy with the upgrayedd.  Two D's for a double dose of that P1MP1N","Cons:Not sure if it's because of my mobo, but my system uses more power than my old one.  My electricity bill is way higher.","Other Thoughts:--This is copy paste from my MSI x470 review--If you want to run Win 7 on here, without jumping through hoops, I will guide you through a simple process that takes about 3-5 min. You don't have do make a new disc, usb install, or anythang else. Even though you should probably do a fresh install since this is new hardware, you don't have to. I've been using this same SSD (Samsung 840 Pro) for years and haven't reinstalled Win on it in several years. You can use the same install you are probably reading this on, and you don't have to buy a new keyboard, I will tell you how to login without one. I installed Win 10 on my  970 Pro, and hate it, even though I installed the classic shell UI, spybot beacon, and turned off as much annoying and useless stuff as I can. (I can't even overlock my monitor with Win 10, like I could with Win 7).DO THESE STEPS BEFORE YOU INSTALL YOUR NEW HARDWARE, MEANING THE SYSTEM YOU ARE PROBABLY USING NOW. This is NOT for new installs1) On the system you will use Win 7 on, go to the MSI website (or whatever mobo you are using) and download the USB drivers, along with Lan drivers, then extract them. Select the Win 7 x64 or x86, whichever you use. Should be under the other tab. Put them in a folder where you can easily remember them.2) Do not buy any keyboard usb/ps2 adapters, most will not work. You will use the same keyboard you have been using, unless you just want to buy a new keyboard. You will need an old school ps2 mouse, IT IS necessary, but you can buy one from Newegg for very cheap, and if you don't like it, you can return it after you finish, but I keep mine just in case something happens down the road. Go with name brand like Logitech or Microsoft. Make sure your mobo has a ps2 mouse port, the MSI mobo I use has one. Do not buy a ps2/ USB adapter for a keyboard or mouse. You are wasting time and money. I did that, and it did not work. You have to have a working mouse, and ps2 mouses will work best. After you follow these steps, and get your system up and running, then you can start using your regular usb mouse. Got it!?NOW, INSTALL YOUR NEW HARDWARE (x470 + RYZEN+CURRENT WIN 7 HARD DRIVE/SSD) AND BOOT INTO YOUR ALREADY WORKING WIN 7 OPERATING SYSTEM1) Once you get to the Win 7 login screen, if you have a working ps2 mouse, you will notice the mouse works, but the keyboard doesn't. It's natural, but make sure your keyboard is still connected.2) At the login screen, on the very bottom left of the screen, you will see an icon, it's an ease of access icon. Click on that, and many options will show up. The 3rd or 4th choice will give you an option for an on screen keyboard. Click that option, and now you have an on screen keyboard so you can login. Make sure you mouse click on the password part after the keyboard pops up, and you will use your mouse to click on your letters and numbers, but your physical keyboard still will not work. Before you even buy your hardware, next time you go to login, check to make sure this option is available. I had been using Win 7 for seven years and just recently found out this option even existed.  I had my new hardware laying around my house for 2 months before I figured this out lol.3) Go to the folder where you have your extracted usb drivers. You really should have download all of them, even the ethernet, chipset, etc. Ethernet is also important, because if you forgot to download something, now you can connect to the internet.4) Go to control panel, and select device manager. You will right click on properties, and update the drivers this way. Update drivers by ""Browse my computer for software."" Select the location you have your mobo drivers downloaded to (Manually).5) You will update the following individually: Keyboards, mice and other deivces, other devices, system devices, and Universal serial bus controllers.CLICK ON THEM, AND MAKE THE TREE SHOW, AND UPDATE THEM EVEN IF THEY DON'T HAVE A YELLOW EXCLAMATION POINT. Don't just update the ones that give you the warning. Many of the drivers will show working, but they aren't, they need to be updated. You went this far, now don't be lazy. I don't remember if it was the Universal serial bus controllers or keyboard, but once I updated this, my keyboard started illuminating again, and the buttons started working again.  I could finally use my keyboard again. Using this method, I could still use the same OS i've been using for the past several years, and I didn't lose any files or software in the process.  After I logged in it took about 5 min to do all of them.You are welcomeRyzen 2700x (stock speed)MSI x470 m7Noctua NH-D15 SE-AM4G.SKILL Ripjaws V Series DDR4 3600, 32GB (2 x 16GB)Gtx 980tiSamsung 970 Pro 1tb Win 10Samsung 850 Pro 512 gbSamsung 840 Pro 512gb Win 7Samsung 860 Evo 1tbSeaSonic X Series X650 GoldCrucial M4 512gbCorsair case 650 (d or t)"
AMD,YD270XBGAFBOX,3,Really hot,2018-08-31,"Pros:-Does the job, it's fast when it needs too",Cons:-Chip runs really hot-Provided cooler is subpar,Other Thoughts:I don't know maybe I just got a really hot chip. Remove the non essential features...like the LED and lower the price.
AMD,YD270XBGAFBOX,5,Ryzen 2700,2018-08-31,Pros:overclocks,Cons:can't overclock more than 4.1ghz,None
AMD,YD270XBGAFBOX,5,Fast :],2018-08-30,"Pros:Pros: Fast and reliable. A HUGE upgrade to my old AMD FX 8350. This cpu has zero issue handling games.  Paired with an x470 rbg mobo, the Wraith Prism cooler with even more RGB and TridentZ RGB DD4 ram, I can finally say that my system is complete. Had no trouble updating the BIOS, and had no trouble installing newer drivers.",Cons:None.,Other Thoughts:YAS! :D Great CPU!
AMD,YD270XBGAFBOX,5,Loving this processor!,2018-08-29,"Pros:Reasonably priced, great cooler, I haven't tried overclocking not sure if I will.  This thing is a speed Demon.",Cons:Well I just wish AMD kept updating their graphics cards as well,Other Thoughts:Would definately recommend this processor to anyone who wants a great product at a reasonable price
AMD,YD270XBGAFBOX,5,Nooiiice,2018-08-29,Pros:-It's fast and works great!,Cons:-null,None
AMD,YD270XBGAFBOX,5,Unbeatable bang for the buck,2018-08-28,Pros:- 8 cores / 16 Threads- Always boosting to 4 GHz or higher- Good in games- Great for stuff like video editing,Cons:- None so far,Other Thoughts:Wanted an affordable good processor for games and work (Read: Not a Threadripper).Satisfied.
AMD,YD270XBGAFBOX,5,I have yet to max this out,2018-08-27,"Pros:Fast, more cores than I could ever need, great price/performance ratio.  I use this for GIS, Excel, web surfing (all at the same time) and games like World of Tank/World of Warships and I have yet to max out cores or speed.  The included cooler is pretty darn good.  Saved $40+ there.",Cons:None yet.,Other Thoughts:The included cooler pushed this over for me from buying an Intel to the 2700x.
AMD,YD270XBGAFBOX,5,Rising,2018-08-23,Pros:I've been AMD for a hot minute now. I recently upgraded from the FX-8350 bringing up the question: to intel or not to intel?AMD it is.Fan looks cool.Much snappier than the FX series. If it wasn't I'd be pretty upset.,"Cons:-Stock cooler is louder than my ""be quiet!"".",Other Thoughts:I'm impressed enough to continue with AMD in the future.
AMD,YD270XBGAFBOX,4,Great cpu,2018-08-23,"Pros:Fast, not as fast as the x version, but faster than the fx series","Cons:Is not friendly to windows 7, and most RAM, a lot of head aches matching up the right set up. Website says it can take ddr4 3000, but it does not. DO YOUR RESEARCH!","Other Thoughts:AMD no longer supports Win 7, be warned."
AMD,YD270XBGAFBOX,5,AMD for Life,2018-08-21,"Pros:I been with AMD for many years, My first build was a K6 2 500 overclocked to 550 on Windows 95, Every build since then was AMD but this is by far the fastest and most stable to date. Great heat dissipation by the stock cooler. Handles everything I throw at it.",Cons:If installing on a B350 chipset BIOS flash will be necessary.,None
AMD,YD270XBGAFBOX,5,Loving the Zen+ Platform!,2018-08-21,"Pros:Running without a manual OC on the stock cooler, I'm getting boosts up to 4.2ghz. Gaming temps average at 51c, with the occasional odd spike to the low 60s that lasts a second or two. Great gaming performance so far! It's pushing the frames that I'd expect when paired with the 1080ti.The included Wraith Prism looks great using the RGB header as it syncs with the board, but I understand the using the USB header will produce different effects controlled by the AMD/Cooler Master software.With some juggling of the fan curves, the stock cooler doesn't ramp up too loudly and keeps everything cool and quiet.","Cons:I've not built an AMD system in many years and I forgot how much of a pain the stock bracket can be for the cooler. I eventually got it after smearing paste all over the IHS, but nothing appears to be damaged. It's not ""hard"" to install, just not intuitive as there are very few instructions on exactly how to get the mount to clip.","Other Thoughts:Besides the stock cooler being a little bit of a pain to install, everything is working well. This is playing well with 32gb of DDR4 at 3000mhz.The boost seems to work oddly at idle; it ramps up/down clock/voltage when literally nothing is happening, but seems to perform more steadily under load (gaming). I was concerned that I was pushing 1.4v under the auto OC, but it turns out this is normal per AMD.Typical temps are in the low 50c's while gaming with an average voltage closer to 1.3v pushing 4.1ghz-4.2ghz. I've turned off the precision boost and it stays at a constant 3.7ghz with little to no fluctuating voltage, but since the other operation is normal, precision boost stays on as it pushes a few more FPS that way.There is zero documentation for the stock cooler in regards to it's hi/low switch OR the USB and RGB cables. My switch is set to low, which I can only assume sets the max RPM, and things are OK. I've read that the RGB cable will sync to your board's RGB software, while the USB cable will enable use of the Cooler Master RGB software w/ different effects. I've only tried the RGB cable and it works well with MSI Mystic Light. It syncs to the RAM/Board LEDs, but I can't independently control the ring colors on the cooler. The USB cable is needed for that w/ the other software, but only one cable should be used at a time as the RGB cable will override the USB cable if they're both plugged in.Set a custom curve for you fans. Ramp up the intake and exhaust a little to provide cool fresh air, and the stock CPU cooler shouldn't fluctuate much. I'm using a Meshify C with two 140mm up front and a 120mm in the back. 75% case fan speed is enough to keep the stock cooler quiet, while keeping temps more than reasonable."
AMD,YD270XBGAFBOX,5,Unbelievable,2018-08-20,Pros:This is such a great processor AMD has really stepped it up again giving Intel a run for their money I have never owned an Intel processor and I never will. for being at the top of the line consumer model of CPUs to come with a top-of-the-line air cooler with RGB lighting and three zones of control the air cooler has been tested Buy testors on YouTube to compete very closely with AIO water coolers it's rated at 3.7 gig but it runs out of the box steady at 4.0 with no overclocking on all 8 cores comes with two cables for two different ways to control the RGB lighting depending on your setup you're going to want to search online as they do not give you proper instructions but there are some great videos on YouTube that explain the wiring setup.,Cons:basically there are no cons just a couple small issues there are no clear instructions on how to set up the two cables to the CPU fan for the lighting control one as USB and one is RGB I had to do a lot of research there is a great video on YouTube that explains which one to use in which situations and secondly based on that I wish there was a way that you didn't have to use the USB header on the motherboard for full RGB control with the AMD software you download from CoolerMaster.,Other Thoughts:Another home run from AMD paired with the proper motherboard X470 and memory you can have you a great system basically a top-of-the-line system and for what you get you can not spend too much money and doing it compared to other setups that you could get from other manufacturers I would recommend you pair this with the Asus ROG Crosshair VII Wi-Fi version and Corsair vengeance RGB Pro memory that's my setup and it works great.
AMD,YD270XBGAFBOX,5,Its amazing,2018-08-20,Pros:-Lots of cores-3D Modeling work in Blender is super smooth-Running an AMD processor feels good-Great price point,Cons:Should I have waited for Ryzen 2?,None
AMD,YD270XBGAFBOX,5,Perfect,2018-08-18,"Pros:Fast, really fastOverclocks to 4.35 all cores automaticallyCan run Prime95 all day long @ 62CCinebench in safe mode 1958",Cons:ZERO,"Other Thoughts:2700xCorsair 110 AIO front mountedCorsair 540 caseG.SKILL TridentZ Series 32GB 14-14-14-34 @ 3400 1.4vSeasonic 750 watt PS580 Nitro VCCorsair Force MP500 M.2 2280 120GB - c:/WD Black NVMe M.2 2280 250GB - gamesLapped Block to 800 gritNoctua NT-H1 Thermal Compound for CPU and VC4x Phanteks PH-F140MP 140mm PWM High Static Pressure Radiator Fan in push/pull3x be quiet! Pure Wings 2 140mm PWM3x 140mm Silverstone Ultrafine case fans for AIO and PS intake2x Mediasonic 12TB raid 5 Pro raid box 4x 4Tb 256mg Seagates1Tb WD Black internalCreative Sound BlasterX AE-5 RGB 5.1 Discrete / 7.1 Virtual Surround Pro Gaming PCIe Sound Card for music otherwise use VC for ATMOSKiller, eh?"
