EVGA,06G-P4-6163-KR,5,Great video card,2019-02-14,Pros:-awesome performance for the price-evga warranty/support,Cons:-none,Other Thoughts:Card is a couple years old now but has performed flawlessly in that time. No complaints at all and EVGA is always the best for customer service if there is ever a problem.
EVGA,06G-P4-6163-KR,5,Great card for the money,2016-09-07,Pros:-This card is less expensive than almost every 1060 but performs just as well if not better-Runs cool-Lower power usage-Zero Fanspeed mode-Quiet-Only $10 more than nonSC version (better heatsink)-Max out any game at 1080p-Good warranty,Cons:Need to get a 1070 to max out some titles at 1440p,Other Thoughts:I believe this is the best 1060 value you can get and most certainly the best card for around $250
EVGA,06G-P4-6163-KR,5,BEST GPU for 1080p 144hz gaming,2016-09-05,"Pros:-35C idle temperature (I have 6 fans in my case: 2 front, 2 top, 2 back)-45C load temperature (pretty good)-I get 130fps in GTA 5 on maxed out settings (85 fps if I put distance to max in advance settings)-I get 95+fps in Battlefield 1 Beta on ultra settings-Affordable card, I bought it for $256.78 (including tax)",Cons:-None at the moment (I have been using this card for more than a month now),"Other Thoughts:This is better than the GTX 1070 because if you look at benchmarks, the 1070 will have around 20fps more than the 1060. $200 more for 20fps more is not worth it in my opinion. Stick with this card to save money and have good results."
EVGA,06G-P4-6163-KR,5,Nice,2016-09-05,"Pros:Everything I need for gaming @ 1080, mighty quiet unless pushed to the limit, small form-factor, sips power like a lady, looks mighty good in a small case build.","Cons:Sad that it cannot be SLI`ed, but oh well.","Other Thoughts:If I could justify the price of a 1070 for the amount of gaming I do, or the resolution I use (1080) then I would have bought one. But for me this works just fine, out benchmarks the 970, and should be all I need for a while. The 6 GB RAM is excellent as well, and should serve me for a long time.For anyone doing an mATX/miniITX build that wants the most performance in the smallest size, you do not need to look any further. The only way to beat this is by water cooling a higher priced card, so if you are debating the cost or size just stop now and hit the Ad to Cart button. Unless you are waiting for it to be back in stock, then keep waiting, it`s worth every penny."
EVGA,06G-P4-6163-KR,5,2.0GHz Right Out of the Box! And for only $260! WHAT IS THIS MADNESS!?!,2016-09-02,Pros:- This card went right to 1960MHz when I got it up and running and peaked under load (naturally) at 2000MHz- Full load I can barely hear the fan over the case fans that I have- At Full load it usually is about 60-65 C (I have never seen this card achieve a temp over 65 C. EVER!),"Cons:Not really cons, but:- No backplate (Would be cool, but unnecessary due to the small size)- No LEDs (Again, totally unnecessary. But a light up EVGA logo like the 1070's would be pretty sweet)","Other Thoughts:I would definitely recommend this card. I can play all games maxed out at 60+ fps (Except for the cpu intensive ones due to a cpu bottleneck). Unless you want to try to OC this to its absolute max, your temps should stay below 70 C (even under load). Due to my cpu bottleneck, I have not had the opportunity to give this card a run for the money, but all things considered, BEST VALUE CARD!!! (Purchased it when it was $260) First time buying EVGA and I think I might stick with them from now on! Great product quality and a 3 year warranty."
EVGA,06G-P4-6163-KR,5,Great CUDA card for Premiere Pro,2016-09-01,Pros:Wonderful GPU acceleration for Adobe Premiere Pro video editing.  Great Bang-For=Buck performance and easy Memory Overclocking,Cons:None so far,Other Thoughts:So satisfied I just bought a second one   In testing with Premiere Pro BenchMark it is just as fast as my GTX 780Ti for GPU acceleration.
EVGA,06G-P4-6163-KR,5,"Excellent card, small and keeps cool.",2016-08-29,Pros:-Runs cool-Somewhat quiet at high RPM's-Good overclocking-Small,"Cons:LED's would've been cool, I'm not an LED everything kind of person, but a glow would've been neat.",None
EVGA,06G-P4-6163-KR,5,Performs without issue.,2016-08-22,"Pros:Easy installation, smaller physical size, single quiet fan even under load.  The GTX 1060 performs very well for its price.","Cons:None.  6GB RAM is overkill for 1080p/1200p resolution but I'll probably get a 2560x1080 monitor soon and it will help with that, I suppose.","Other Thoughts:One of the other reviews for this product complains of high temperatures due to it having only one fan.  That has not been my experience.  This GPU plays DOOM at 1920x1200 resolution on Ultra at > 60fps without issue.  After an hour of game play, the card remains quiet with a temperature of  40C over ambient.  In my 22C/72F office, that's 62C/144F.  Those temperatures are well within tolerable limits."
EVGA,06G-P4-6163-KR,2,"Excellent performance, but why are my temperatures so high at full load?",2016-08-22,"Pros:Great graphics and framerate, yatta yatta... you've heard it all before -- it's as good as everyone has suggested. I upgraded from a GTX 760 and this is certainly a satisfactory upgrade. I played Dragon Age 3 for the first time comfortably with everything ULTRA /w fade-touched textures and 2x MSAA WITH VSync and things went great at a stable 50-60FPS. Dips down to the mid-40's with really intense scenes but extremely rare. I was very satisfied with the performance. Anyone who's played DA3 knows the environments are MASSIVE so to see it breeze through such scenes was exciting.","Cons:However...The single-fan design didn't seem to do as much for temps as others claimed it did. I'm not sure if it's a quality control issue like some have suggested, or that this is actually normal and some of these buyers were testing in arctic environments, but when at full load on Dragon Age 3, I was getting upwards of 87 Celsius, sometimes hitting 89 C after just a couple minutes. Bear in mind this was with a MAXIMUM efficiency airflow setup in a NZXT S340 case.Strangely, there were no adverse graphical effects, which leaves me no doubt that the card can handle the temperatures, but I simply didn't feel comfortable gaming for hours with it.  The temperatures scared me, so I turned VSync on for the framerate limit, which again, stays roughly around 60FPS. That way the GPU rarely goes to 100% utilization and temps stay around 60-70 C which is still a bit high, but not as insane as what I was witnessing before I did this. I also removed the front panel of the S340 so the fans could deal with the heat better as I could literally feel the OUTSIDE of my case become hot at those temperatures, which is kinda nuts.I absolutely did not feel comfortable leaving it at full load at those temperatures for hours.**COOLING CONFIG**NZXT S340 CASE:- 2x Corsair AF140's PULLING air at the FRONT- 1x Corsair SP140 PUSHING air out at the TOP- 1x Corsair AF120 PUSHING air out at the BACKAMBIENT AIR: ~80 F (Summer in NYC)OTHER POTENTIALLY RELEVANT FACTORS: Asus 970 Aura Motherboard, AMD FX8350, Super neat cable management and dust-free and impediment-free airflow (wish I could provide pictures -- grr Newegg).---NOTE: My CPU temperatures with this fan setup have been FANTASTIC, yet somehow this GPU's temps are reaching nearly 90C at full load... HOW??","Other Thoughts:If I could do it again, I probably would have spent a little extra money on a card with better fan/heatsink design. I might actually return this if I can manage to grab the Zotac design at a decent price. I had to remove the front panel on my case to deal with all the additional heat...ugly.I dunno, maybe I got a dud, I don't want to bag on EVGA, but it's my first time going with them (always been a fan of Gigabyte and Windforce) and I'm a little disappointed. I suppose it's not all bad considering it's not actually negatively affecting anything graphically as of yet, but these temps can't be safe."
EVGA,06G-P4-6163-KR,4,The best deal Nvidia has offered all year,2016-08-19,"Pros:- Amazing refresh rates- Excellent price point (paid $260)- This card should fit most PC cases (excluding micro cases)- Super easy to install with PCI-e power cable included- Huge improvement over my 970Ti- Super quite fan, even in an aluminum case",Cons:-Does not support SLI but comes with instructions on how to install up to 4 in SLI mode.   Cruel...very cruel.Does not include any drivers for offline installation.  Even though they would be out of date basic drivers should be included since Nvidia driver pack is currently over 450mb download.  For offline users or worse (DSL users) this is a non-starter.,Other Thoughts:Since I was upgrading from an Nvidia 960Ti card I simply updated the drivers and then shutdown and did a card swap.  Super easy.  Within 15 minutes I easily doubled my FPS.If you are a gamer looking to upgrade this card is worth serious consideration.  If you are running your PC on your large LED screen at 1080p like me then the 1070 and 1080 models are overkill.I'm so impressed with this card I am already shopping for a new gaming laptop with the integrated 1060 chip.This is my third EVGA made card.  All cards have been excellent.  Overclocking tools and monitoring software is first rate.  Manufacturing build quality is excellent.  Even under heavy load never had a heat spike.
EVGA,06G-P4-6163-KR,5,Perfect for my needs,2016-08-18,Pros:- Fast- Great value- Zero RPM fan mode,Cons:- Need to download BIOS update,"Other Thoughts:I'm a teacher, and I installed this in my older Dell Optiplex 790 minitower in my classroom. The motherboard only supplies 35W through the PCI Express slot so I was worried that even with an upgraded power supply it would not work. I replaced the stock power supply with an EVGA 600 B1 to provide the needed 6-pin power connector for the card. Once installed, it started right up without any problems.I downloaded the new Zero RPM BIOS and now the card is silent when running less stressful tasks. Even when I start Garry's Mod, Minecraft, or Autodesk Inventor the card is never loud. I'm very happy to give new life to my older computer."
EVGA,06G-P4-6163-KR,5,"Fast, quiet, easy setup",2016-08-16,"Pros:Runs Doom and Dying Light on maximum setting at 1080p with no issues.  I've seen it run as hot as 70C, but it's never loud.Ppl complain about no backplates on certain models like this one.  Graphics card looks don't matter much to me, but for what it's worth, It's the nicest looking card I've ever owned.The 9cm fan is a larger/quieter than the 8cm fans on my old card.",Cons:One fan instead of two may impede OC.  I haven't bothered overclocking this yet because there would be no noticeable performance change.,"Other Thoughts:I would have been happy with a 4GB RX 480 at $200, but I found this in stock first.  It is a little bit better product than an RX 480 4GB and 8GB and it's a little more expensive.  If you're thinking of spending around $250, I'd recommend this over the RX 480."
